listing_id,date
29765,2016-03-15
29765,2017-04-16
29765,2017-09-03
29765,2018-10-21
29765,2021-05-09
40601,2010-08-27
40601,2011-01-13
40601,2011-01-23
40601,2011-02-09
40601,2012-01-07
40601,2012-02-26
40601,2012-03-13
40601,2012-04-04
40601,2012-04-19
40601,2012-04-23
40601,2012-05-01
40601,2012-05-11
40601,2013-01-15
40601,2013-01-20
40601,2013-04-01
40601,2013-04-22
40601,2013-04-27
40601,2013-07-01
40601,2013-08-04
40601,2013-08-12
40601,2013-08-27
40601,2013-10-03
40601,2013-10-13
40601,2013-10-27
40601,2013-12-24
40601,2014-01-02
40601,2014-01-07
40601,2014-03-04
40601,2014-03-20
40601,2014-04-10
40601,2014-04-15
40601,2014-04-23
40601,2014-05-16
40601,2014-05-25
40601,2014-08-17
40601,2015-01-30
40601,2015-05-31
40601,2015-06-11
40601,2015-06-16
40601,2015-06-27
40601,2015-07-11
40601,2015-07-18
40601,2015-07-26
40601,2015-07-31
40601,2015-08-31
40601,2016-03-09
40601,2016-03-20
40601,2016-06-04
40601,2016-06-09
40601,2016-06-15
40601,2016-06-20
40601,2016-06-25
40601,2016-07-01
40601,2016-08-17
40601,2016-08-31
40601,2016-10-26
40601,2016-11-23
40601,2017-02-17
40601,2017-05-19
40601,2017-07-30
40601,2017-08-05
40601,2017-08-13
40601,2017-10-30
40601,2017-11-09
40601,2017-11-20
40601,2017-12-23
40601,2018-05-05
40601,2018-05-14
40601,2018-06-27
40601,2018-08-04
40601,2018-08-11
40601,2018-12-09
40601,2019-03-11
40601,2019-10-25
40601,2019-11-04
40601,2020-05-18
40601,2020-08-08
40601,2020-12-31
40601,2021-05-30
40601,2021-06-30
45987,2010-08-23
45987,2010-08-30
45987,2010-09-27
45987,2010-10-03
45987,2010-10-07
45987,2010-10-09
45987,2010-10-12
45987,2010-10-17
45987,2010-10-26
45987,2010-11-05
45987,2010-11-08
45987,2010-11-11
45987,2010-11-15
45987,2010-11-22
45987,2010-12-02
45987,2011-03-13
45987,2011-03-25
45987,2011-04-17
45987,2011-04-21
45987,2011-05-14
45987,2011-05-16
45987,2011-06-01
45987,2011-06-24
45987,2011-07-06
45987,2011-08-14
45987,2011-09-09
45987,2011-09-13
45987,2011-09-18
45987,2011-09-21
45987,2011-09-25
45987,2011-09-27
45987,2011-10-04
45987,2011-10-08
45987,2011-11-08
45987,2011-11-10
45987,2012-04-25
45987,2012-05-31
45987,2012-06-05
45987,2012-06-24
45987,2012-07-04
45987,2012-07-08
45987,2012-07-24
45987,2012-07-28
45987,2012-08-02
45987,2012-08-21
45987,2012-09-03
45987,2012-09-13
45987,2012-09-20
45987,2012-10-08
45987,2012-10-24
45987,2012-10-31
45987,2012-11-12
45987,2012-11-30
45987,2013-02-09
45987,2013-03-17
45987,2013-04-10
45987,2013-04-22
45987,2013-05-26
45987,2013-06-20
45987,2013-06-25
45987,2013-06-29
45987,2013-08-06
45987,2013-10-01
45987,2013-10-28
45987,2014-04-08
45987,2014-05-20
45987,2014-07-03
45987,2014-07-11
45987,2014-08-08
45987,2014-08-11
45987,2014-09-30
45987,2014-10-03
45987,2014-10-09
45987,2014-12-21
45987,2015-03-29
45987,2015-04-14
45987,2015-04-22
45987,2015-05-13
45987,2015-05-19
45987,2015-05-22
45987,2015-06-26
45987,2015-07-16
45987,2015-07-21
45987,2015-08-01
45987,2015-09-01
45987,2015-09-10
45987,2015-09-25
45987,2015-10-02
45987,2015-11-01
45987,2015-12-23
45987,2016-02-29
45987,2016-04-06
45987,2016-05-06
45987,2016-05-27
45987,2016-06-03
45987,2016-07-22
45987,2016-08-07
45987,2016-08-10
45987,2016-10-04
45987,2016-10-22
45987,2017-04-29
45987,2017-05-05
45987,2017-05-30
45987,2018-08-23
45987,2018-09-06
45987,2018-09-26
45987,2018-10-18
45987,2018-11-09
45987,2018-11-12
45987,2018-11-17
45987,2019-03-20
45987,2019-04-01
45987,2019-04-05
45987,2019-04-16
45987,2019-05-05
45987,2019-05-20
45987,2019-06-08
45987,2019-06-17
45987,2019-06-24
45987,2019-08-03
45987,2019-08-14
45987,2019-09-02
45987,2019-09-06
45987,2019-09-14
45987,2019-09-20
45987,2019-09-29
45987,2019-10-11
45987,2019-10-27
45987,2019-11-02
45987,2019-12-10
60029,2011-01-01
60029,2011-01-05
60029,2011-01-08
60029,2011-01-09
60029,2011-01-12
60029,2011-01-17
60029,2011-01-24
60029,2011-02-08
60029,2011-02-25
60029,2011-03-06
60029,2011-03-07
60029,2011-03-14
60029,2011-03-25
60029,2011-04-03
60029,2011-04-09
60029,2011-04-12
60029,2011-04-26
60029,2011-04-28
60029,2011-05-05
60029,2011-05-12
60029,2011-05-15
60029,2011-05-17
60029,2011-05-20
60029,2011-05-23
60029,2011-05-29
60029,2011-06-01
60029,2011-06-03
60029,2011-06-08
60029,2011-06-13
60029,2011-06-23
60029,2011-07-04
60029,2011-07-15
60029,2011-07-24
60029,2011-07-28
60029,2011-08-20
60029,2011-08-27
60029,2011-09-06
60029,2011-09-13
60029,2011-09-16
60029,2011-10-01
60029,2011-10-06
60029,2011-10-10
60029,2011-10-16
60029,2011-10-23
60029,2011-11-01
60029,2011-11-07
60029,2011-11-19
60029,2012-03-04
60029,2012-03-10
60029,2012-03-12
60029,2012-03-19
60029,2012-03-22
60029,2012-03-29
60029,2012-04-09
60029,2012-04-21
60029,2012-05-06
60029,2012-05-14
60029,2012-05-18
60029,2012-05-21
60029,2012-05-28
60029,2012-06-09
60029,2012-06-11
60029,2012-06-13
60029,2012-06-17
60029,2012-06-24
60029,2012-07-01
60029,2012-07-12
60029,2012-07-16
60029,2012-07-21
60029,2012-07-24
60029,2012-07-30
60029,2012-08-16
60029,2012-08-20
60029,2012-08-25
60029,2012-09-17
60029,2012-09-23
60029,2012-10-25
60029,2012-12-09
60029,2013-04-17
60029,2013-04-23
60029,2013-05-11
60029,2013-05-20
60029,2013-05-30
60029,2013-07-01
60029,2013-09-14
60029,2013-09-18
60029,2013-10-26
60029,2013-11-04
60029,2014-10-10
60029,2015-06-07
60029,2015-06-09
60029,2015-06-12
60029,2015-06-19
60029,2015-06-25
60029,2015-06-27
60029,2015-07-13
60029,2015-07-15
60029,2015-07-19
60029,2015-07-23
60029,2015-07-24
60029,2015-08-05
60029,2015-08-14
60029,2015-08-20
60029,2015-08-29
60029,2015-09-01
60029,2015-09-06
60029,2015-10-18
60029,2015-11-15
60029,2016-06-15
60029,2016-07-22
60029,2016-08-14
60029,2016-08-27
60029,2016-08-29
60029,2017-04-09
60029,2017-04-16
60029,2017-05-31
60029,2017-06-12
60029,2017-07-30
60029,2017-09-01
60029,2017-09-30
60029,2017-10-20
60029,2017-11-11
60029,2018-01-05
60029,2018-06-30
60029,2018-08-03
60029,2018-08-06
60029,2018-08-18
60029,2018-09-01
60029,2018-10-06
60029,2018-10-13
60029,2018-12-01
60029,2019-03-19
60029,2019-04-01
60029,2019-04-18
60029,2019-05-20
60029,2019-05-27
60029,2019-06-03
60029,2019-06-07
60029,2019-06-17
60029,2019-07-14
60029,2019-08-13
67774,2012-11-16
67774,2013-10-02
67774,2015-05-17
67774,2015-05-23
67774,2015-05-30
67774,2015-07-10
67774,2015-07-25
67774,2015-07-31
67774,2015-09-01
67774,2015-12-01
67774,2016-04-19
67774,2017-02-27
67774,2017-03-26
67774,2017-04-11
67774,2017-04-19
67774,2017-04-29
67774,2017-05-05
67774,2017-05-22
67774,2017-05-28
67774,2017-06-05
67774,2017-07-24
67774,2017-08-08
67774,2017-08-19
67774,2017-08-26
67774,2017-09-09
67774,2017-09-16
67774,2017-09-22
67774,2017-10-01
67774,2017-10-24
67774,2017-11-05
67774,2017-11-27
67774,2018-04-09
67774,2018-04-21
67774,2018-05-20
67774,2018-05-27
67774,2018-06-16
67774,2018-06-30
67774,2018-07-09
67774,2018-08-24
67774,2018-08-31
67774,2018-09-08
67774,2018-11-19
67774,2018-12-10
67774,2019-10-30
67774,2021-04-30
69369,2011-05-23
69369,2011-05-29
69369,2011-06-27
69369,2011-07-01
69369,2011-07-30
69369,2011-08-29
69369,2011-09-05
69369,2011-09-08
69369,2011-09-24
69369,2011-10-02
69369,2011-10-23
69369,2011-11-01
69369,2011-11-14
69369,2012-03-03
69369,2012-03-10
69369,2012-03-15
69369,2012-03-19
69369,2012-03-22
69369,2012-03-26
69369,2012-04-01
69369,2012-04-10
69369,2012-04-19
69369,2012-04-23
69369,2012-05-12
69369,2012-05-24
69369,2012-06-15
69369,2012-06-22
69369,2012-07-01
69369,2012-07-09
69369,2012-08-10
69369,2012-09-03
69369,2012-09-10
69369,2012-09-17
69369,2012-09-25
69369,2012-10-05
69369,2012-10-13
69369,2012-10-20
69369,2012-10-24
69369,2013-01-17
69369,2013-04-17
69369,2013-05-11
69369,2013-08-18
69369,2013-08-25
69369,2013-09-10
69369,2013-09-15
69369,2013-09-21
69369,2013-11-01
69369,2014-03-17
69369,2014-04-06
69369,2014-04-11
69369,2014-05-12
69369,2014-05-17
69369,2014-05-21
69369,2014-06-24
69369,2014-07-07
69369,2014-07-12
69369,2014-07-23
69369,2014-08-18
69369,2014-10-25
69369,2015-04-02
69369,2015-04-21
69369,2015-05-27
69369,2015-07-12
69369,2015-07-16
69369,2015-07-21
69369,2015-07-24
69369,2015-07-31
69369,2015-08-10
69369,2015-09-01
69369,2015-09-04
69369,2015-09-08
69369,2015-09-10
69369,2015-09-14
69369,2015-09-18
69369,2015-09-21
69369,2015-09-27
69369,2016-04-18
69369,2016-06-05
69369,2016-06-25
69369,2016-07-14
69369,2016-07-23
69369,2016-07-26
69369,2016-08-07
69369,2016-09-27
69369,2016-10-16
69369,2016-11-20
69369,2017-04-09
69369,2017-05-01
69369,2017-05-21
69369,2017-05-30
69369,2017-08-29
69369,2017-10-20
69369,2018-04-17
69369,2018-05-22
69369,2018-05-28
69369,2018-08-07
69369,2018-08-31
69369,2018-09-03
69369,2018-09-07
69369,2018-09-15
69369,2018-09-18
69369,2018-09-25
69369,2018-10-10
69369,2018-10-14
69369,2018-11-11
69369,2019-04-16
69369,2019-05-12
69369,2019-05-27
69369,2019-06-16
69369,2019-06-27
69369,2019-09-16
69369,2019-09-21
69369,2019-10-11
69369,2019-10-13
69369,2019-10-19
69369,2019-10-24
69369,2019-10-26
69369,2019-11-02
69369,2019-11-09
69369,2019-11-15
77681,2011-09-19
77681,2012-06-26
77681,2013-10-15
77681,2013-10-22
77681,2014-05-27
77681,2014-05-31
77681,2014-11-10
77681,2015-04-02
77681,2015-04-22
77681,2015-05-22
77681,2015-05-30
77681,2015-06-07
77681,2015-06-23
77681,2015-07-14
77681,2015-07-26
77681,2015-09-12
77681,2015-10-11
77681,2015-10-13
77681,2015-10-19
77681,2016-05-22
77681,2016-07-04
77681,2016-09-25
77681,2016-10-02
77681,2016-10-13
77681,2016-10-23
77681,2017-05-27
77681,2017-07-18
77681,2017-09-28
77681,2017-10-04
77681,2017-10-22
77681,2017-10-24
77681,2018-08-05
77681,2018-08-18
77681,2018-08-27
77681,2018-09-29
77681,2018-10-05
77681,2018-10-22
77681,2019-04-16
77681,2019-05-05
77681,2019-05-19
77681,2019-07-15
77681,2019-07-29
77681,2019-08-16
77681,2019-09-19
77681,2019-09-21
77681,2019-09-27
77681,2019-10-04
77681,2019-10-06
77681,2019-10-15
77681,2019-10-20
77681,2019-10-24
77681,2019-10-27
77681,2019-10-30
77681,2019-11-02
163941,2011-08-19
163941,2011-09-04
163941,2011-09-15
163941,2011-10-11
163941,2011-10-27
163941,2011-11-08
163941,2011-12-20
163941,2012-01-03
163941,2012-02-14
163941,2012-03-14
163941,2012-03-17
163941,2012-03-28
163941,2012-05-04
163941,2012-05-18
163941,2012-06-18
163941,2012-07-08
163941,2012-07-23
163941,2012-07-27
163941,2012-08-25
163941,2012-12-22
163941,2012-12-26
163941,2013-02-13
163941,2013-03-05
163941,2013-03-11
163941,2013-04-01
163941,2013-05-09
163941,2013-07-02
163941,2013-07-10
163941,2013-08-03
163941,2013-08-07
163941,2013-08-12
163941,2013-08-23
163941,2013-08-26
163941,2013-11-11
163941,2013-11-22
163941,2013-12-25
163941,2014-01-13
163941,2014-03-16
163941,2014-03-22
163941,2014-03-29
163941,2014-04-06
163941,2014-04-14
163941,2014-04-17
163941,2014-04-28
163941,2014-05-02
163941,2014-05-14
163941,2014-05-23
163941,2014-06-19
163941,2014-06-29
163941,2014-07-11
163941,2014-07-16
163941,2014-08-03
163941,2014-08-07
163941,2014-08-13
163941,2014-08-18
163941,2014-08-22
163941,2014-08-26
163941,2014-09-03
163941,2014-09-08
163941,2014-09-14
163941,2014-09-23
163941,2014-10-02
163941,2014-10-05
163941,2014-10-10
163941,2014-10-15
163941,2014-10-24
163941,2014-10-28
163941,2014-11-02
163941,2014-11-12
163941,2014-11-24
163941,2014-12-01
163941,2014-12-08
163941,2015-01-02
163941,2015-02-02
163941,2015-03-08
163941,2015-03-17
163941,2015-03-26
163941,2015-03-30
163941,2015-04-05
163941,2015-04-15
163941,2015-04-29
163941,2015-05-02
163941,2015-05-09
163941,2015-05-25
163941,2015-06-05
